,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
10184,x-SnoqTmBip_tRgw4EvCAg,"""Sammers Grill & Bar""",,"""108 N Garrard Rantoul""",Rantoul,IL,61866,40.311037,-88.157057,4.0,3,0,Burgers;American (Traditional);Sandwiches;Restaurants
10195,8i04GQgUY3g8q2iw7mewIQ,"""McDonald's""",,"""306 S Market St""",Monticello,IL,61856,40.0233929,-88.5740269,1.0,4,1,Restaurants;Fast Food;Burgers
10196,JoHDOuZ1BnFi63PgC_zYeQ,"""Amaravati  Indian Royal Cuisine""",,"""2501 Village Green Pl""",Champaign,IL,61822,40.081760817,-88.2961581481,3.5,11,1,Indian;Restaurants
10377,daegPERDjD2YcyDBHa9ZZQ,"""Ohana Pools & Spas""",,"""105 E University Ave""",Urbana,IL,61801,40.115955,-88.206338,2.5,3,0,Shopping;Home & Garden;Hot Tub & Pool
10488,-ViwF2TdQ7B2N8jy_ykC5Q,"""Silver Bullet Bar""",,"""1401 E Washington St""",Urbana,IL,61802,40.1054115,-88.1925039,3.5,5,1,Adult Entertainment;Nightlife
10502,pR2rOXAExYQ5P-EQq2akug,"""Simply Mac""",,"""2000 North Neil St, Suite 240""",Champaign,IL,61820,40.1427776,-88.243865,3.0,16,1,Electronics;IT Services & Computer Repair;Computers;Shopping;Local Services;Mobile Phones
10571,u68_uFbvsqrwZVeHo-a71g,"""Bacca Cigar""",,"""Old Farm Shops, 1707 W Kirby Ave""",Champaign,IL,61821,40.0982245,-88.2738906,2.5,5,0,Shopping;Tobacco Shops
10651,itSMx9rVhLo4i2OhuEwtAQ,"""Sew Sassy""",,"""156A Lincoln Sq""",Urbana,IL,61801,40.1107875,-88.2062286,3.5,4,1,Embroidery & Crochet;Arts & Crafts;Sewing & Alterations;Shopping;Appliances & Repair;Appliances;Home & Garden;Fabric Stores;Local Services
11288,uma0HNsysznSfPbQb2HD5g,"""Saigon Vietnamese Cuisine""",,"""1333 Savoy Plz, Ste 8""",Savoy,IL,61874,40.0704268,-88.2515456,3.5,14,0,Restaurants;Vietnamese
11292,fK0Z3tHJZ9zB0JeWlQT3xQ,"""Derald's""",,"""""",Urbana,IL,61801,40.1059233,-88.2120315,4.5,15,1,Food Trucks;Food;Fast Food;Restaurants;Food Stands
11316,tjM2CZqRJ17oFapBTmGovw,"""Pancheros Mexican Grill""",,"""102 E University Ave, Ste B""",Urbana,IL,61801,40.1168049,-88.2071079,2.0,37,1,Restaurants;Mexican
11359,-LfTBo0oa_uD454ScEW2XA,"""Merry Ann's Diner""",,"""1 E Main St""",Champaign,IL,61820,40.1181331448,-88.242899908,3.0,46,1,Sandwiches;Diners;Breakfast & Brunch;American (Traditional);Restaurants
11404,FbvSgvPnkKNONXjesuAz4g,"""The Upper Bout""",,"""723 S Neil St""",Champaign,IL,61820,40.107102,-88.243891,5.0,7,1,Shopping;Musical Instruments & Teachers
11405,zPPw_vUatLmvnRpW1OoX6w,"""Am-Ko Oriental Foods & Gifts""",,"""101 E Springfield Ave""",Champaign,IL,61820,40.1121498,-88.2384776,4.0,28,1,Food;Grocery
11490,BM1_iNKkC1tbda-29O99JA,"""Campus Mobile Solutions""",,"""616 E Green St, Ste F""",Champaign,IL,61820,40.1106296,-88.2296145,4.5,15,1,IT Services & Computer Repair;Mobile Phone Repair;Electronics Repair;Mobile Phone Accessories;Shopping;Electronics;Mobile Phones;Local Services
11749,VsLcYJHIat78FUyP08GusA,"""Boston Pizza""",,"""2501 N. Prospect Ave""",Champaign,IL,61821,40.1451769,-88.258404,1.5,5,0,Pizza;Restaurants
11761,zs4G7HIQvUVaZoWqwpVeEw,"""Chase Bank""",,"""201 W University Ave""",Champaign,IL,61820,40.116051,-88.245719,4.5,3,1,Financial Services;Banks & Credit Unions
12126,mXjdBZNTF9pj-A9SKVihEw,"""Chinatown Chinese Restaurant""",,"""206 E Southline Rd""",Tuscola,IL,61953,39.7916293,-88.2858974,3.0,10,1,Buffets;Restaurants;Chinese
12373,lZ0W0-pQyS35ahsrZezNiw,"""Natural Gourmet""",,"""2225 S Neil St""",Champaign,IL,61820,40.0867848496,-88.2479522377,5.0,8,1,Restaurants;Specialty Food;Thai;Food;Health Markets
12555,sart5pCz8oUZsQ_3XplcMQ,"""McKinley Event Center""",,"""500 W Church St""",Champaign,IL,61821,40.118726,-88.250951,3.0,3,1,Gyms;Event Planning & Services;Fitness & Instruction;Party & Event Planning;Active Life
12610,kkcHH4eIP0yhvHeb6M5i1A,"""Star Nails""",,"""1321 Savoy Plz Ln""",Savoy,IL,61874,40.0704268,-88.251563,3.0,9,1,Beauty & Spas;Nail Salons
12649,uJbpxC_ufSKr4vSK9owwhg,"""Jamelynn's Massage Therapy""",,"""206 N Randolph St, Ste 501""",Champaign,IL,61820,40.1180024,-88.2449119,5.0,3,1,Massage;Massage Therapy;Beauty & Spas;Health & Medical
12791,gw26vlrE_vd15ji8mih3bw,"""Jane Addams Book Shop""",,"""208 N Neil St""",Champaign,IL,61820,40.117638,-88.2432539,4.5,19,1,Books;Mags;Music & Video;Arts & Crafts;Antiques;Bookstores;Cards & Stationery;Event Planning & Services;Shopping;Flowers & Gifts
12825,ofsMiZDWTiXgo5GefquVQg,"""Meadows Animal Hospital""",,"""2610 W Bloomington Rd""",Champaign,IL,61822,40.1481082,-88.2903375,3.0,6,1,Pets;Veterinarians;Pet Groomers;Pet Sitting;Pet Services
13010,DyHlm1sLDf6qHHMbII6Ixg,"""Fuad's Creative Hair Design""",,"""503 S 1st St""",Champaign,IL,61820,40.1121231,-88.2390008,4.5,5,1,Hair Stylists;Wigs;Shopping;Hair Salons;Beauty & Spas;Hair Extensions;Barbers
13300,8d30a9Af9XJ8c8TafRDcfA,"""Circles Boutique""",,"""114 N Neil St""",Champaign,IL,61820,40.1168629,-88.2434931,4.0,12,1,Accessories;Women's Clothing;Shopping;Fashion;Shoe Stores
13362,wvSGMSvw1b9B02kLQdaw8Q,"""Starcrest Cleaners""",,"""1125 W Windsor Rd""",Champaign,IL,61821,40.0836407,-88.2648011,2.5,4,1,Laundry Services;Local Services;Laundromat;Dry Cleaning & Laundry;Dry Cleaning
13490,kZB-BzSGXns0yrQt_QkzYA,"""McVicker Martial Arts""",,"""1914 Round Barn Rd""",Champaign,IL,61821,40.1119442,-88.2786935,5.0,7,1,Martial Arts;Active Life;Fitness & Instruction
13542,QI5Mwy71How6E-KCtHp5Jg,"""Queen's Nails""",,"""1976 Round Barn Rd""",Champaign,IL,61821,40.1111136,-88.2820026,3.5,7,1,Nail Salons;Beauty & Spas
13649,5JBFKm50_7d5BNlsjBmdMA,"""Enterprise Rent-A-Car""",,"""1804 S Neil St""",Champaign,IL,61820,40.094314,-88.245199,3.0,9,1,Hotels & Travel;Car Rental
13675,Cw0JNNdPja9CVyT6ugGMdw,"""Saigon To Bangkok""",,"""1333 Savoy Plz, Ste 8""",Savoy,IL,61874,40.0704268,-88.251563,4.0,18,0,Thai;Restaurants;Vietnamese
13825,AtcNNpbD5MeJj6J4MXpz5w,"""3 Ravens Food & Spirits""",,"""108 S Charter Rd""",Monticello,IL,61856,40.0251258,-88.5730326,3.5,32,1,American (New);Nightlife;Bars;Restaurants
13992,B2hnhxgCO-a919tfem6yIQ,"""Illini Union""",,"""1401 W Green St""",Urbana,IL,61801,40.1097607448,-88.2272078138,4.5,11,1,Shopping;Books;Mags;Music & Video;Bookstores;Arts & Entertainment;Colleges & Universities;Education;Social Clubs;Bowling;Active Life
14046,YLCYckhafr1SzmDLNoLZvg,"""Foster Inn""",,"""1414 N Market St""",Monticello,IL,61856,40.0416554,-88.5736258,4.5,3,1,Hotels;Hotels & Travel;Event Planning & Services
14365,9HP13JaP9nmN3qX5v0jamw,"""Ruby Tuesday""",,"""2301 North Prospect Avenue""",Champaign,IL,61822,40.1437944,-88.2583963,3.0,32,0,Burgers;American (Traditional);Restaurants;Sandwiches
14394,CpCItQDOA8cHI9jDMJ8AUg,"""D & W Lake Camping & Fishing""",,"""411 W Hensley Rd""",Champaign,IL,61822,40.182804,-88.250529,4.5,11,1,Fishing;Active Life;Hotels & Travel;Campgrounds
14410,hOMZUELdcxgcm8RqeXoZFA,"""Bellhops""",,"""""",Champaign,IL,61820,40.1166102,-88.2412504,4.0,3,0,Self Storage;Home Services;Local Services;Movers
14496,sYf2auhosrx8trbyP9nGyw,"""DP Dough""",,"""33 E Green St""",Champaign,IL,61820,40.1099064,-88.2407666,3.0,50,1,Pizza;Fast Food;Restaurants
14497,R33FCE16yV_zpMEJ6ZSiPg,"""Footlocker""",,"""2000 N Neil St""",Champaign,IL,61820,40.1427776,-88.243865,2.5,3,1,Shopping;Shoe Stores;Fashion
14545,yLKoESPQ8BN7dn6ADzZicQ,"""Casablanca Kabab House""",,"""623 E Green St""",Champaign,IL,61820,40.1102799,-88.2298014,3.5,42,0,Restaurants;Middle Eastern;Indian
14546,2Qm2Dd6eCCHh1CFy9Ge6hA,"""Rumours Hat Shoppe""",,"""75 E Chester St""",Champaign,IL,61820,40.115546,-88.2391027,5.0,3,1,Accessories;Fashion;Shopping;Hats
14561,SvxSoyZn0WW0c7bFLIYfMA,"""Baxter's American Grille""",,"""100 Trade Centre Dr""",Champaign,IL,61820,40.0972098875,-88.2458299398,4.0,31,1,Restaurants;Burgers;American (Traditional);Steakhouses
14603,nsSfCKW9KDB4COj9bzXApw,"""Red Lobster""",,"""1901 N Prospect Ave""",Champaign,IL,61822,40.1384368,-88.2585829,3.0,48,1,Restaurants;Seafood;American (Traditional)
14604,-Kp3zrztXidqYMWra6NWkw,"""Shelby Motors""",,"""1906 Moreland Blvd""",Champaign,IL,61822,40.13845,-88.249578,4.5,3,0,Car Dealers;Auto Repair;Auto Parts & Supplies;Automotive
14841,N6YTq6jvbbpFNd2-sU0BBA,"""United Car Center""",,"""606 E University Ave""",Champaign,IL,61820,40.116658,-88.229727,1.0,3,0,Used Car Dealers;Automotive
14861,SoEim3PnWJ-M6eK60Ul5tQ,"""Mobil Super Pantry""",,"""3604 N Mattis Ave""",Champaign,IL,61822,40.158562,-88.2762069,2.5,4,0,Automotive;Gas Stations
14876,_zviKOPGw65MAnNjzFXSug,"""Lone Star Steakhouse & Saloon""",,"""901 W Anthony Dr""",Champaign,IL,61821,40.1374723,-88.2586063,3.0,3,0,Steakhouses;Restaurants
14930,rQX6RVr6E4Zg9hx8GBFGHQ,"""TGI Friday's""",,"""100 Trade Centre Dr, Ste 1""",Champaign,IL,61820,40.097136,-88.245695,3.0,16,0,Restaurants;American (Traditional)
15170,hBiy4-3VVGsdAageUvE-JA,"""Hobby Lobby""",,"""2102 N Neil St, Ste 2""",Champaign,IL,61820,40.140086409,-88.2450721851,4.5,3,1,Hobby Shops;Arts & Crafts;Event Planning & Services;Home Decor;Shopping;Home & Garden;Wedding Planning;Art Supplies
15171,PWs6xJQJPHxknd3FcdKn9Q,"""The Fubar Lounge""",,"""306 1/2 E Green St""",Champaign,IL,61820,40.1105509,-88.2344345,2.0,8,1,Nightlife;Lounges;Bars
15220,cDnto-1dWV7lyTWpED0fjw,"""MX Electric""",,"""310 Tiffany Ct, Ste G""",Champaign,IL,61822,40.114308,-88.31738,3.5,3,1,Lighting Fixtures & Equipment;Electricians;Home Services
15232,RwHE2Rt-DHlwWuxFLjPbgA,"""Dos Reales""",,"""1106 W University Ave""",Urbana,IL,61801,40.1166989,-88.223116,3.5,26,0,Restaurants;Mexican
15276,pWxCiLYvlUHd9TVJ7n0mEQ,"""The Estate Sale""",,"""219 N Neil St""",Champaign,IL,61820,40.1180359,-88.243877,4.5,3,0,Antiques;Shopping
15289,DZXd-fJ4GP9LbMwIonb6tQ,"""Rod Sickler Salon & Spa""",,"""2520 Village Green Pl""",Champaign,IL,61822,40.0812131,-88.2959876,3.5,18,1,Day Spas;Beauty & Spas;Hair Salons
15512,5JWbhXdLq-p3ml8Yf2dSlA,"""Ramsay M Dean, DDS""",,"""2917 Crossing Ct, Ste C""",Champaign,IL,61822,40.084159,-88.2936696,3.0,4,1,Endodontists;Oral Surgeons;Periodontists;General Dentistry;Health & Medical;Cosmetic Dentists;Dentists
15589,kUICYu0N_TbtCz0Z8ynPFw,"""Chipotle Mexican Grill""",,"""528 E Green St, Ste 101""",Champaign,IL,61820,40.1103747782,-88.2306922227,3.0,73,1,Mexican;Fast Food;Restaurants
15617,rnvIi14t9yWuFNwZ7ruVbQ,"""217""",,"""807 Dennison Dr""",Champaign,IL,61820,40.128041,-88.256021,2.5,3,1,Air Duct Cleaning;Home Services;Heating & Air Conditioning/HVAC;Plumbing;Local Services
15713,xX2uM2EIeR03KrGBCrOrcA,"""Los Amigos""",,"""404 E Green St""",Champaign,IL,61820,40.1104696,-88.2331177,4.0,8,0,Mexican;Restaurants
15721,3P1dBNauEwkToURbq_I0Dw,"""Old Orchard Lanes & Links""",,"""901 N Dunlap Ave""",Savoy,IL,61874,40.0652239,-88.2507519,3.5,17,1,Arcades;Nightlife;Bowling;Party & Event Planning;Bars;Food;Wedding Planning;Event Planning & Services;Party Supplies;Recreation Centers;Arts & Entertainment;Lounges;Active Life;Restaurants
15902,Pz2mK5ZkmiWiHZG0OUcKdw,"""Rick's Bakery Cafe""",,"""2018 S Philo Rd""",Urbana,IL,61801,40.0918284,-88.1890856,4.5,40,1,Bakeries;Food
15911,i1YpfdZTpLj8TrKm9HlCig,"""Carmella's Creme""",,"""1611 W Springfield Ave""",Champaign,IL,61821,40.112577,-88.2740905,4.0,40,1,Donuts;Food
16236,uzpdcxvlKx5BuoWU3NRHbA,"""Minneci's at the Crossing""",,"""2501 Village Green Pl""",Champaign,IL,61822,40.081711927,-88.2963885071,3.5,41,0,Soup;Bars;Wine Bars;Italian;Nightlife;Restaurants
16297,Z2W3K8x9cRGXvlGWerZH-w,"""Big Mouth's""",,"""408 E Green St, Ste 1""",Champaign,IL,61820,40.1102889,-88.2324709,3.0,19,0,Hot Dogs;Restaurants;Burgers
16349,dmoK17TTpw7rVPqToYcxbw,"""J.D. Byrider""",,"""441 W Marketview Dr""",Champaign,IL,61822,40.1372066885,-88.2498505712,2.5,3,1,Car Dealers;Auto Loan Providers;Automotive
16672,DWcNLMwnhZlbP-I7YsBT8g,"""TownPlace Suites""",,"""603 S Sixth St""",Champaign,IL,61820,40.1114713,-88.2304302,3.0,14,1,Event Planning & Services;Hotels;Hotels & Travel
16818,8GUMO244E8CxfJcyJIWFOA,"""El Charro""",,"""55 E Green St""",Champaign,IL,61820,40.1100704,-88.2395746,4.0,54,1,Mexican;Food;Grocery;Restaurants
16819,1E57waB10Z6usQicefQ59g,"""Sport Clips Haircuts of Champaign - Neil Plaza""",,"""1903 N Neil St, Ste A""",Champaign,IL,61820,40.1392483,-88.2447532,4.5,9,1,Beauty & Spas;Hair Stylists;Hair Salons;Barbers;Men's Hair Salons
17065,rSoJNyN0OMw5n-2XIwRc7A,"""Champaign Heating & Air""",,"""1710 1/2 W Hensley Rd""",Champaign,IL,61822,40.184841,-88.247577,4.5,6,1,Heating & Air Conditioning/HVAC;Home & Garden;Home Services;Appliances;Shopping;Contractors
17217,yUB8CDsYMES3cN-xcHXCkQ,"""Flying Machine Coffee""",,"""208 W Main St""",Urbana,IL,61801,40.1123976963,-88.209259671,4.0,77,1,Coffee & Tea;Food
17265,wBQRhH9fEqME-sPU5sUlaw,"""Harold's Chicken Shack""",,"""502 E John St""",Champaign,IL,61820,40.1092117,-88.23147,4.0,5,0,Southern;Restaurants
17360,CV5yJTj8_IgjxTEq5mqG0w,"""Country Squire Cleaners""",,"""1805 W Springfield Ave""",Champaign,IL,61821,40.112347,-88.2774213,2.0,7,1,Sewing & Alterations;Laundry Services;Dry Cleaning & Laundry;Shoe Repair;Contractors;Shopping;Home Cleaning;Home Services;Bridal;Local Services
17361,4PEx9cBoi3ALOHnrz9liLw,"""Classic Home Consignment""",,"""1912 Round Barn Rd, Ste C""",Champaign,IL,61821,40.1118437938,-88.2791718753,4.0,5,1,Fashion;Antiques;Used;Vintage & Consignment;Home Decor;Shopping;Furniture Stores;Home & Garden
17362,dYfB6KjDrtmN9wbtWg5qEQ,"""Belicious Bakery""",,"""1210 W Park""",Champaign,IL,61821,40.117637,-88.2659989,4.5,5,1,Bakeries;Food
17381,3C_S1j70o3nYJUTvnVo7dQ,"""Arby's""",,"""509 N Cunningham Ave""",Urbana,IL,61802,40.1178095,-88.2047896,3.5,5,1,Fast Food;Sandwiches;Restaurants;American (New)
17472,QayRAyqw0tvQR27rqLxPFQ,"""Leadbelly's""",,"""601 N Country Fair Dr""",Champaign,IL,61821,40.121049763,-88.2828940451,5.0,4,0,Restaurants;Nightlife;Bars;Hot Dogs;Whiskey Bars
17658,zrP-02glmF1Bqo9IxDhWkQ,"""Dick Van Dyke Appliance World""",,"""1510 N Neil St""",Champaign,IL,61820,40.1317702,-88.2428373,2.5,12,1,Appliances;Shopping;Appliances & Repair;Local Services;Home & Garden
17869,A0HKRA8CzF7r66JCFpCoFw,"""Jiffy Lube""",,"""1201 N Prospect Ave""",Champaign,IL,61820,40.1276058,-88.2584345,2.5,9,1,Oil Change Stations;Auto Repair;Automotive
17879,Mc9sMBVNi53lqxHLCiLWiA,"""Taco Bell""",,"""2000 N. Neil Street, Space 706""",Champaign,IL,61820,40.137098,-88.243455,2.5,6,0,Tex-Mex;Restaurants;Fast Food;Mexican
17880,CObgcxFJuEXZZpm4Mw3z1A,"""McDonald's""",,"""1605 S Neil St""",Champaign,IL,61820,40.0975069,-88.2452826,2.5,19,1,Burgers;Fast Food;Restaurants
17962,mG3SqAh1txeosGJBGfwFTw,"""Quencher Smoothie's""",,"""2000 N Neil St""",Champaign,IL,61820,40.1427776,-88.243865,3.5,3,0,Food;Juice Bars & Smoothies
18065,y3YzOSj9NLhTc0Md0nZ1jg,"""Ho Dang D MD""",,"""1801 Windsor Rd""",Champaign,IL,61822,40.0827763,-88.277522,2.5,3,1,Internal Medicine;Health & Medical;Doctors
18066,36hpvKWCT8_1kM8GrHIzMQ,"""Diva Nails""",,"""2508 Village Green Pl""",Champaign,IL,61822,40.0817404,-88.2963446,4.5,11,1,Nail Salons;Beauty & Spas
18071,PTQVaWA-I5ZLzwy5oBbVMg,"""Pekara Bakery and Bistro""",,"""116 N Neil St""",Champaign,IL,61821,40.1170088,-88.2432482,3.5,141,1,Creperies;Food;Gelato;Restaurants;Sandwiches
18079,Fp3rVpHewjl8zjMwHIQwag,"""Vintage Karma""",,"""110 W Sale St""",Tuscola,IL,61953,39.799834,-88.288225,5.0,7,1,Art Galleries;Piercing;Arts & Entertainment;Tattoo;Beauty & Spas;Arts & Crafts;Shopping;Antiques
18113,Bfh_ON-LQUcJerjcDF5KNA,"""Best Wok""",,"""907 W Marketview Dr, Ste 8""",Champaign,IL,61822,40.137698,-88.260784,4.0,20,1,Restaurants;Chinese
18313,RT7C2OY2W675e6qUUrBdsA,"""Louie's Dixie Kitchen""",,"""1104 N Cunningham Ave""",Urbana,IL,61801,40.123643,-88.200627,2.5,13,0,Restaurants;Barbeque;Cajun/Creole;Soul Food
18526,rX4xlaO_hhYz3grEj0aUlQ,"""Alexander Chiropractic""",,"""1711 S Neil St""",Champaign,IL,61820,40.0946241,-88.2457386,5.0,3,1,Chiropractors;Health & Medical
18645,wTBfpTjdWG_zoE62B_bLtA,"""Monical's Pizza""",,"""102 W Vine St""",Tolono,IL,61880,39.98906,-88.2624359,2.5,8,1,Pizza;Restaurants;Italian
18839,inwHlUdUyuDrxCk1qdfyMg,"""The Tan Company""",,"""2030 S Neil St""",Champaign,IL,61820,40.0907654,-88.2454391,2.0,5,0,Tanning;Beauty & Spas
18840,XPgBHiOKETheAfWSrgCudw,"""Lando Salon""",,"""707 S 6th St, Ste 1""",Champaign,IL,61820,40.1096976,-88.2305599,3.5,27,1,Beauty & Spas;Barbers;Hair Salons
18922,jDr5r48ZkLqvTPLzs5rWLw,"""CityView""",,"""45 E University Ave""",Champaign,IL,61820,40.116309,-88.2412001,3.5,3,1,Event Planning & Services;Venues & Event Spaces
19039,fQ0_cLrHXLkHQ9WfbnO8xg,"""Pet Supplies Plus""",,"""2821 W Kirby Ave""",Champaign,IL,61821,40.098555,-88.293249,4.5,11,1,Pet Stores;Pets
19113,vVfkmCB3hCRawODf8fAc6g,"""Men's Wearhouse""",,"""726 W Town Center Blvd""",Champaign,IL,61822,40.1447828665,-88.2562986016,4.5,7,1,Shopping;Plus Size Fashion;Men's Clothing;Formal Wear;Fashion
19252,itAarV1gSFcLcwcK4AUryg,"""ThirdSide""",,"""701 Devonshire Dr, #C-40""",Champaign,IL,61820,40.088439,-88.254522,3.5,3,1,Web Design;Professional Services;Graphic Design
19421,m4DwPVxmFDQE_FnGIOa3cQ,"""Sunny China Buffet""",,"""1703 Philo Rd""",Urbana,IL,61802,40.0976637,-88.1912166,4.0,14,1,Chinese;Buffets;Restaurants
19557,iX5397ez5snnQRHLflyctQ,"""Hair Cuttery""",,"""24 E Green St""",Champaign,IL,61820,40.110524,-88.241673,3.5,16,1,Beauty & Spas;Hair Salons;Shopping;Cosmetics & Beauty Supply;Barbers
19558,oD1PPb-TfMIkkg77u1zCAw,"""Salad Meister""",,"""601 S 6th St, Ste 104""",Champaign,IL,61820,40.1111668574,-88.2305980101,5.0,13,1,Restaurants;Salad;Wraps
19675,Juvp9Dkg4k4hpxUsSd1sUA,"""Illini Union Bookstore""",,"""809 S Wright St""",Champaign,IL,61820,40.1082994,-88.2292483,3.5,7,1,Bookstores;Books;Mags;Music & Video;Shopping
19858,shSmfhvCMwreLBmsivN6vg,"""Mattress Boss""",,"""1102 N Prospect Ave""",Champaign,IL,61820,40.12617,-88.25754,4.0,4,1,Furniture Stores;Discount Store;Shopping;Home & Garden;Mattresses
19964,I2EHSRP50SXxvfoWc8MIWw,"""Little Caesar's Pizza""",,"""1211 S Mattis""",Champaign,IL,61821,40.102573,-88.276899,3.0,6,1,Restaurants;Pizza
19965,4HiAdEh1v29JD6Nr9FnBKw,"""Express Plumbing""",,"""3210 Saratoga Dr""",Champaign,IL,61821,40.109701,-88.298921,5.0,3,1,Plumbing;Contractors;Home Services
20171,KKOmfySnxK96EtlgOU9Hjg,"""Wendy's""",,"""505 N Cunningham""",Urbana,IL,61802,40.1172246,-88.2051296,2.5,9,1,Fast Food;Restaurants;Burgers
20230,X3-dI5LGMdv6EQ8OLoOU9w,"""Casey's General Store""",,"""2100 E University Ave""",Urbana,IL,61802,40.115663,-88.182324,2.0,6,1,Restaurants;Pizza;Automotive;Sandwiches;Food;Gas Stations;Convenience Stores
20236,tEoiNe-cIz0Vf9e7HlPv_w,"""Rkooa Hair Design""",,"""506 E Green St""",Champaign,IL,61820,40.1104441,-88.2316504,4.0,4,1,Beauty & Spas;Hair Salons
20412,5LDMtGEynZx2HG5vvG3Otw,"""Champaign Studio One Photography""",,"""3304 Summerview Ln""",Champaign,IL,61822,40.082275,-88.301006,3.5,3,0,Event Planning & Services;Photographers
20488,3B74iILT_W1ptfQeW7pIYQ,"""Buffalo Wild Wings""",,"""907 West Marketview Drive""",Champaign,IL,61822,40.137778,-88.261075,2.5,33,1,Chicken Wings;Sports Bars;Nightlife;Restaurants;Bars;American (Traditional)
20520,D0KX5BQsbaIcWd-TpQ4wLg,"""Peking House Restaurant""",,"""806 Eastwood Dr""",Mahomet,IL,61853,40.196657487,-88.3959178407,4.5,20,1,Restaurants;Thai;Chinese;Korean
21147,ab-SN9sTNB29QzrgjgniUQ,"""Espresso Royale""",,"""602 E Daniel St""",Champaign,IL,61820,40.1080874,-88.230208,3.0,32,1,Coffee & Tea;Food
21148,YIh59OhCJl5lA4Arzi-vbw,"""Number 1 Nails & Alteration Shop""",,"""59 E Marketview Dr""",Champaign,IL,61820,40.137997,-88.240276,2.0,9,1,Nail Salons;Beauty & Spas
21149,5MIlBlL7mOaNY-bULd9Faw,"""Larry Kanfer Photography Gallery""",,"""2503 S Neil St""",Champaign,IL,61820,40.0823677,-88.2476067,5.0,3,1,Art Galleries;Photographers;Shopping;Event Planning & Services;Session Photography;Arts & Entertainment
21185,6ockUmdOBYBApEsUCJkBzA,"""El Oasis""",,"""510 N Cunningham Ave""",Urbana,IL,61802,40.117278,-88.203156,5.0,77,1,Imported Food;Ethnic Food;Mexican;Restaurants;Specialty Food;Ice Cream & Frozen Yogurt;Food
21324,R32Yh0XxxanldkIp11fuRg,"""BoBo's BBQ""",,"""1511 W Springfield Ave""",Champaign,IL,61820,40.1125152,-88.2715751,3.0,36,1,Hot Dogs;Restaurants;Barbeque
21334,xp9-HFOcV93zdQxNuH5dUw,"""Anna's Nail Salon""",,"""905 S Neil St""",Champaign,IL,61820,40.105187,-88.243851,4.5,60,1,Nail Salons;Beauty & Spas
21425,8LRa8aPe1xfHNEPUxGXagw,"""Crystal Lake Park""",,"""Park And Broadway""",Urbana,IL,61801,40.1172058,-88.207547,4.5,8,1,Parks;Active Life
21523,fXn1STPwhd8KnVVt_dGPNA,"""Acupuncture & Chinese Herb Center""",,"""206 N Randolph St, Ste 411""",Champaign,IL,61820,40.1178493,-88.2450179,5.0,5,1,Acupuncture;Health & Medical
21524,rP-MueqMyZbiDbOEUELXtQ,"""Snow Meets Coffee""",,"""1 E Main St, Ste 108""",Champaign,IL,61820,40.118413,-88.2430914,4.5,62,0,Ice Cream & Frozen Yogurt;Desserts;Coffee & Tea;Food;Shaved Ice
21560,348w-oczUpMY3LN2J6vW5A,"""Vapors""",,"""1903 N Neil St""",Champaign,IL,61820,40.122052777,-88.2437539673,2.5,5,1,Shopping;Local Flavor;Electronics;Nightlife;Tobacco Shops;Adult Entertainment;Vape Shops
21645,S_9OaE_RBWBIXnUKvxJKsQ,"""Watson's Shack & Rail""",,"""211 N Neil St""",Champaign,IL,61820,40.117733,-88.243876,4.0,125,1,Bars;Whiskey Bars;Nightlife;Restaurants;American (Traditional)
21725,ZIfL-jyfc2y-puyq3Rrndg,"""309 Green""",,"""309 E Green, Ste 103""",Champaign,IL,61820,40.110187,-88.233819,1.0,3,1,Real Estate;University Housing;Home Services;Apartments
21768,egsTi5bjj7AzKOom_Vu-Eg,"""CU Air Duct Cleaning""",,"""""",Savoy,IL,61874,40.1166102,-88.2412504,5.0,3,1,Heating & Air Conditioning/HVAC;Local Services;Home Services;Air Duct Cleaning
21790,KP24NhR-xnPbA6sEfQudLg,"""Mahomet Animal Hospital""",,"""804 Eastwood Dr, Ste 5""",Mahomet,IL,61853,40.1966391,-88.3972442,4.5,5,1,Veterinarians;Pets;Pet Services
21800,wlaLghphDVOly6DT9Fulqg,"""Beads N Botanicals""",,"""117 N Broadway Ave""",Urbana,IL,61801,40.1131833,-88.2076204,3.0,8,1,Jewelry;Shopping
21883,KpVNHvN_3mVM4ubilE1_1Q,"""Kaffee Mahomet""",,"""202 Eastwood Dr""",Mahomet,IL,61853,40.1961720577,-88.3952219412,4.5,6,1,Gift Shops;Restaurants;Shopping;Food;Flowers & Gifts;Coffee & Tea;Cafes;Internet Cafes
21949,5jXwI9WpDxGDmzmkmE0RTg,"""Oishi""",,"""2501 N Prospect Ave""",Champaign,IL,61822,40.1451075,-88.258478,3.0,103,1,Restaurants;Japanese;Thai;Sushi Bars;Asian Fusion
22191,TpxCGW68bkqS5T0wnurOfw,"""Subway""",,"""1713 W Kirby Ave""",Champaign,IL,61821,40.0976951,-88.2746886,2.5,3,1,Restaurants;Fast Food;Sandwiches
22343,LkHpM5vP4B1DIbRCuvLNZA,"""Champaign Jewelers""",,"""2223 S Neil St""",Champaign,IL,61820,40.086401,-88.248091,5.0,7,1,Jewelry;Jewelry Repair;Shopping;Local Services
